"name","longitude","latitude"
"L_cantharoides",-71.516667,-38.466667
"L_cantharoides",-71.4595,-38.5445
"L_cantharoides",-71.4455,-36.9045
"L_cantharoides",-71.8165,-41.0275
"L_cantharoides",-71.6203,-38.6291
"L_cantharoides",-71.62625,-41.3525
"L_cantharoides",-71.6425,-40.1001
"L_cantharoides",-73.0333,-37.7166
"L_cantharoides",-71.79,-39.43
"L_cantharoides",-71.611,-39.1075
