"name","longitude","latitude"
"Loncovilius_edwardsianus",-73.01,-37.83
"Loncovilius_edwardsianus",-71.808615,-41.029631
"Loncovilius_edwardsianus",-71.892092,-42.606757
"Loncovilius_edwardsianus",-71.875595,-41.048211
"Loncovilius_edwardsianus",-72.5353,-41.1414
"Loncovilius_edwardsianus",-72.36,-41.87
"Loncovilius_edwardsianus",-72.2627,-40.7755
"Loncovilius_edwardsianus",-73.4405,-40.1775
